590.388549805	-74.2125778198	0.816534101963
589.957092285	-73.9186782837	0.816714048386
589.532714844	-73.650062561	0.819921195507
589.083129883	-73.3760986328	0.827021360397
588.562988281	-73.0615386963	0.831992268562
588.063476562	-72.7595291138	0.834875106812
587.58605957	-72.4708023071	0.838314712048
587.069885254	-72.1586608887	0.844317257404
586.633422852	-71.8947296143	0.847261428833
586.20489502	-71.635597229	0.84945243597
585.737426758	-71.3531112671	0.8504306674
585.269775391	-71.0704345703	0.847975373268
584.752319336	-70.7576446533	0.850974261761
584.18762207	-70.4162826538	0.851459860802
583.581176758	-70.0500411987	0.854954481125
583.134521484	-69.7804336548	0.857967019081
582.548583984	-69.4265594482	0.861262261868
581.855285645	-69.0082855225	0.875333368778
581.370361328	-68.7159423828	0.880103051662
580.678649902	-68.2985458374	0.879964053631
580.20111084	-68.0101470947	0.888435304165
579.533691406	-67.6068191528	0.898600459099
579.016174316	-67.2937469482	0.901460528374
578.334777832	-66.8829116821	0.90992641449
577.719604492	-66.5121765137	0.916079044342
577.225341797	-66.2144546509	0.919137120247
576.491943359	-65.7730712891	0.92483150959
575.82421875	-65.3712615967	0.928222298622
575.298583984	-65.0553894043	0.930323183537
574.807495117	-64.7611541748	0.932374477386
574.178466797	-64.384765625	0.936183333397
573.569335938	-64.0203857422	0.93862247467
572.754272461	-63.5328216553	0.937925934792
572.048339844	-63.1104812622	0.939737260342
571.266784668	-62.642780304	0.944577753544
570.516235352	-62.1938476562	0.946351766586
569.863037109	-61.8031768799	0.94680505991
569.350769043	-61.496799469	0.94753921032
568.573974609	-61.0321502686	0.948051929474
567.794433594	-60.5659942627	0.946144104004
567.266784668	-60.2504196167	0.945661902428
566.593811035	-59.8479766846	0.944773495197
565.70300293	-59.3152542114	0.945793628693
564.838562012	-58.7983398438	0.947619915009
564.391357422	-58.5310630798	0.94861549139
563.70513916	-58.1209144592	0.949268937111
563.107727051	-57.7634887695	0.949476361275
562.611022949	-57.4662666321	0.949889779091
562.087158203	-57.1528663635	0.950798511505
561.235168457	-56.6432952881	0.953240334988
560.680908203	-56.312412262	0.95629119873
560.181030273	-56.0139045715	0.959091961384
559.513977051	-55.610168457	0.961309254169
559.042785645	-55.3232955933	0.962522387505
558.079040527	-54.735660553	0.963646411896
557.597717285	-54.442024231	0.965416073799
557.160949707	-54.1756248474	0.966796636581
556.583068848	-53.8231201172	0.96831548214
556.024108887	-53.4821128845	0.971581041813
555.348815918	-53.0700912476	0.97432488203
554.440551758	-52.5159072876	0.973441362381
553.819274902	-52.1368331909	0.96964520216
552.684814453	-51.4446029663	0.960734844208
551.776367188	-50.8902587891	0.955147862434
550.823059082	-50.3086280823	0.948005735874
550.389465332	-50.0440635681	0.944269537926
549.796142578	-49.6821556091	0.93935918808
549.256713867	-49.3531532288	0.932553112507
548.634643555	-48.9738082886	0.926020383835
548.038024902	-48.610004425	0.923793852329
547.379821777	-48.2087059021	0.919194221497
546.571166992	-47.715801239	0.915633261204
545.981140137	-47.3561706543	0.913395285606
544.982177734	-46.747341156	0.904806554317
544.40234375	-46.3938941956	0.898849964142
543.309082031	-45.7274436951	0.886795043945
542.303039551	-45.1139259338	0.880552351475
541.682434082	-44.7354698181	0.878066301346
540.644165039	-44.1022338867	0.871327757835
540.163024902	-43.8087844849	0.868697881699
539.681213379	-43.5149383545	0.864476561546
539.030761719	-43.1181793213	0.861500203609
538.384765625	-42.7241592407	0.86332398653
537.3125	-42.0704803467	0.869734108448
535.970397949	-41.2526168823	0.86743324995
534.939880371	-40.6250610352	0.848908901215
533.861083984	-39.9672241211	0.848654806614
533.06048584	-39.4790039062	0.85384452343
532.02746582	-38.8491744995	0.860231816769
530.986755371	-38.214515686	0.85847556591
530.15826416	-37.7095794678	0.85047441721
529.09387207	-37.0606384277	0.838327527046
528.3203125	-36.5892562866	0.832916915417
527.647277832	-36.1787109375	0.830312132835
526.989990234	-35.7775650024	0.829881608486
525.866699219	-35.092666626	0.828304350376
525.024658203	-34.5790405273	0.828911006451
523.989990234	-33.9476852417	0.83608174324
523.520202637	-33.6611862183	0.841047227383
522.79284668	-33.2176971436	0.848953604698
